"result"
"[title]
не строится буферная зона
[problem]
не строится буферная зона
[solution]
консультация"
"[title]
Долгий отклик работы приложения
[problem]
Долгий отклик работы приложения
[solution]
Проблема устранена, карта работает"
"[title]
Ошибка открытия карт ПП
[problem]
Ошибка открытия карты ПП
[solution]
Отображение настроено"
"[title]
Недоперенесены данные объектов ""Распоряжения""
[problem]
Не все данные перенесены из старой базы (данные из граф ""Подписант"" и ""Исполнитель"")
[solution]
Данные перенесены"
"[title]
ошибка при размещении документа в ИСОГД
[problem]
При размещении документа № 312 выходит ошибка о нескольких открытых томов книги хранения
[solution]
Необходимо закрыть лишние книги хранения и разместить документ повторно."
"[title]
Ошибка загрузки сведений ЕГРН
[problem]
Ошибка загрузки сведений ЕГРН
[solution]
Сведения ЕГРН загрузились"
"[title]
Ошибка при редактировании Предлагаемой границы
[problem]
Отдел районных архитекторов - Карта графических отчетов, ориентир ЗУ 16:50:000000:17908<br>
При редактировании Предлагаемой границы ЗУ15 - 8,7 га происходит ошибка.
[solution]
У данного объекта присутствует некорректная геометрия.<br>
Предлагаем выгрузить объект в csv и поправить его, далее заново загрузить в систему.<br>
Или можно разделить объект, откорректировать его и объединить нужные части, после чего задать геометрию данному объекту. "
"[title]
Не грузится карта
[problem]
Не грузится карта
[solution]
Карта загружается"
"[title]
Ошибка при открытии карточки объекта
[problem]
Ошибка при открытии карточки объекта
[solution]
Карточка открывается"
"[title]
Ошибка при формировании отчёта ГПЗУ
[problem]
Ошибка при формировании отчёта ГПЗУ
[solution]
Исправление некорректной геометрии"
"[title]
Solr не активен
[problem]
Solr не активен
[solution]
переустановка решит вопрос, ребята разбираются как они ранее solr запускали"
"[title]
ЕГРН Размер поля
[problem]
<p>""будет время посмотрите плизз журнал загрузок выписок ЕГРН,</p>

<p>Вчера 07.04.2021 загрузили некоторый объем, есть ошибки, то что выписки по комнатам есть, это понятно, на них не обращаем внимания,</p>

<p>Но есть и SQL на величину поля..""</p>

[solution]
Решено"
"[title]
Анива ГП
[problem]
Не отображается карта ГП
[solution]
Отображение восстановлено"
"[title]
Невельск базовая карта
[problem]
Не отображается базовая карта
[solution]
Карта отображается"
"[title]
Нет кнопки ""Отправить"" в услуге ГПЗУ
[problem]
Нет кнопки ""Отправить"" в услуге ГПЗУ
[solution]
Дана консультация"
"[title]
град план не отправляется
[problem]
град план не отправляется
[solution]
Результат отправлен пользователю"
"[title]
Сбои в программе
[problem]
Ошибка при сбросе фильтров<br>
карточка не дает сохранять объекты, требует заполнение обязательной строки, которой нет
[solution]
Ошибка сохранения устранена, ошибка при сбросе фильтров не воспроизводится, поле ""сопроводительное письмо"" восстановлено"
"[title]
гпзу гнетов
[problem]
Ошибка формирования ГПЗУ
[solution]
ГПЗУ формируется"
"[title]
загрузка в ГИСОГД
[problem]
Ошибка при загрузке документа в ИСОГД
[solution]
Дана консультация, настроены права"
"[title]
не отображается чертеж гпзу
[problem]
При формировании ГПЗУ не отображается чертеж
[solution]
Пользователь неправильно задает параметры для построения чертежа"
"[title]
Не получается произвести экспорт данных после пространственного поиска
[problem]
Не получается произвести экспорт данных после пространственного поиска
[solution]
проблема устранена, после пространственного поиска экспорт данных осуществляется без ошибок. закрыта по неответу"
"[title]
не пришло заявление в систему
[problem]
Заявление не пришло в ГИСОГД
[solution]
консультация"
"[title]
охранная зона сетей
[problem]
в поле органичения ЗУ весь текст ограничений не входит, что делать?
[solution]
увеличена длина поля"
"[title]
не отображаются з/у
[problem]
Не отображается слой ЗУ на М 1:500
[solution]
Слой отображается"
"[title]
Карта МГИС
[problem]
Не работает карта
[solution]
Данные отображаются"
"[title]
​Не работает карта
[problem]
​Не работает карта
[solution]
Карта работает"
"[title]
при выполнении ГПЗУ РФ-16-2-01-0-00-2021-0538 не загружаются части ЕГРН ЗУ, что делать?
[problem]
Не отображаются части ЗУ
[solution]
Дана консультация"
